,NoOfProduct,BillingDays,InvoiceType,CurrentBillWithoutTax,TotalTax,CurrentBillWithTax,Adjustment,LastMonthPendingAmount,TotalAmountToPay,LastMonthBill,Anomaly,TypeOfAnomaly
2090,26,30,r,1555.3,699.885,2255.185,844.0,570.0,1981.185,2257,0,
2091,41,30,r,2451.5499999999997,1103.1974999999998,3554.7474999999995,0.0,0.0,3554.7474999999995,3563,0,
2092,24,20,f,948.7999999999998,426.9599999999999,1375.7599999999998,0.0,0.0,1375.7599999999998,2050,0,
2093,28,17,f,957.3266666666666,430.79699999999997,1388.1236666666666,0.0,0.0,1388.1236666666666,2451,0,
2094,24,6,f,288.64,129.888,418.528,0.0,0.0,418.528,2104,0,
2095,14,30,r,813.6999999999999,366.165,1179.865,0.0,0.0,1179.865,1174,0,
2096,24,9,f,431.1599999999999,194.02199999999996,625.1819999999999,0.0,0.0,625.1819999999999,2088,0,
2097,50,30,r,3026.5,1361.925,4388.425,0.0,0.0,4388.425,4398,0,
2098,33,7,f,464.135,208.86075,672.99575,0.0,832.0,1504.99575,2880,0,
2099,24,7,f,337.4466666666666,151.85099999999997,489.2976666666666,0.0,0.0,489.2976666666666,2105,0,
2100,4,30,r,225.2,101.34,326.53999999999996,0.0,0.0,326.53999999999996,334,0,
2101,44,16,f,1413.9733333333331,636.2879999999999,2050.261333333333,0.0,0.0,2050.261333333333,3833,0,
2102,18,19,f,687.1033333333332,309.19649999999996,996.2998333333333,0.0,0.0,996.2998333333333,1556,0,
2103,49,30,r,2938.95,1322.5275,4261.4775,0.0,0.0,4261.4775,4255,0,
2104,25,17,f,845.3249999999999,380.39625,1225.72125,0.0,0.0,1225.72125,2167,0,
2105,12,30,r,712.5999999999999,320.66999999999996,1033.27,0.0,187.0,1220.27,1050,0,
2106,40,30,r,2389.0,119.45,2508.45,0.0,1517.0,4025.45,3456,1,Tax Anomaly
2107,26,11,f,574.31,258.43949999999995,832.7494999999999,0.0,0.0,832.7494999999999,2268,0,
2108,45,19,f,1703.5083333333332,766.57875,2470.0870833333333,0.0,0.0,2470.0870833333333,3893,0,
2109,9,8,f,145.0533333333333,65.27399999999999,210.32733333333329,0.0,0.0,210.32733333333329,787,0,
2110,19,30,r,1133.45,510.0525,1643.5025,0.0,0.0,1643.5025,1653,0,
2111,32,10,f,634.1999999999999,285.39,919.5899999999999,480.0,780.0,1219.59,2769,0,
2112,9,30,r,543.9499999999999,27.197499999999994,571.1474999999999,0.0,0.0,571.1474999999999,791,1,Tax Anomaly
2113,43,30,r,2587.65,129.3825,2717.0325000000003,0.0,0.0,2717.0325000000003,3734,1,Tax Anomaly
2114,37,30,r,2224.35,1000.9575,3225.3075,0.0,71.0,3296.3075,3236,0,
2115,26,30,r,1563.3,78.165,1641.465,0.0,0.0,1641.465,2267,1,Tax Anomaly
2116,34,30,r,2047.6999999999998,921.4649999999998,2969.1649999999995,0.0,1015.0,3984.1649999999995,2957,0,
2117,9,30,r,531.9499999999999,239.37749999999997,771.3274999999999,0.0,0.0,771.3274999999999,768,0,
2118,40,18,f,1434.6,645.5699999999999,2080.17,0.0,162.0,2242.17,3469,0,
2119,39,13,f,1009.8616666666667,454.43775,1464.2994166666667,0.0,247.0,1711.2994166666667,3382,0,
2120,50,30,r,3011.5,1355.175,4366.675,1615.0,0.0,2751.675,4373,0,
2121,40,20,f,1592.6666666666665,716.7,2309.366666666667,0.0,0.0,2309.366666666667,3466,0,
2122,8,30,r,469.4,211.23,680.63,230.0,0.0,450.63,676,0,
2123,38,30,r,2279.9,1025.955,3305.855,574.0,0.0,2731.855,3303,0,
2124,19,30,r,1140.45,513.2025,1653.6525000000001,0.0,0.0,1653.6525000000001,1657,0,
2125,28,30,r,1666.3999999999999,749.88,2416.2799999999997,0.0,0.0,2416.2799999999997,2414,0,
2126,5,30,r,1837.75,826.9875,2664.7375,0.0,0.0,2664.7375,2668,1,Product Anomaly
2127,38,30,r,2269.9,1021.455,3291.355,0.0,0.0,3291.355,3300,0,
2128,37,30,r,2229.35,1003.2075,3232.5575,0.0,0.0,3232.5575,3238,0,
2129,22,30,r,1315.1,591.795,1906.895,0.0,0.0,1906.895,1918,0,
2130,19,12,f,456.18000000000006,205.28100000000003,661.4610000000001,0.0,0.0,661.4610000000001,1656,0,
2131,37,30,r,2220.35,999.1575,3219.5074999999997,0.0,0.0,3219.5074999999997,3214,0,
2132,23,13,f,600.8816666666667,270.39675,871.2784166666667,0.0,0.0,871.2784166666667,2003,0,
2133,44,30,r,4165.2,1874.34,6039.54,1488.0,0.0,4551.54,6030,1,Product Anomaly
2134,22,15,f,663.05,298.37249999999995,961.4224999999999,0.0,0.0,961.4224999999999,1923,0,
2135,27,20,f,1069.8999999999999,481.4549999999999,1551.3549999999998,365.0,0.0,1186.3549999999998,2323,0,
2136,25,30,r,1489.75,670.3875,2160.1375,0.0,0.0,2160.1375,2156,0,
2137,4,30,r,222.2,99.99,322.19,65.0,0.0,257.19,324,0,
2138,15,13,f,391.40833333333336,176.13375,567.5420833333334,589.0,0.0,-21.45791666666662,1303,0,
2139,24,13,f,626.2533333333333,281.814,908.0673333333334,0.0,0.0,908.0673333333334,2084,0,
2140,44,5,f,440.0333333333333,198.015,638.0483333333333,0.0,96.0,734.0483333333333,3813,0,
2141,12,13,f,306.62666666666667,137.982,444.60866666666664,0.0,0.0,444.60866666666664,1024,0,
2142,27,30,r,1599.85,719.9325,2319.7825,0.0,0.0,2319.7825,2327,0,
2143,32,30,r,1921.6,864.72,2786.3199999999997,0.0,0.0,2786.3199999999997,2789,0,
2144,26,30,r,1573.3,707.985,2281.285,440.0,0.0,1841.2849999999999,2281,0,
2145,17,30,r,1021.3499999999999,459.6074999999999,1480.9574999999998,172.0,207.0,1515.9574999999998,1477,0,
2146,14,7,f,191.9633333333333,86.38349999999998,278.3468333333333,0.0,0.0,278.3468333333333,1207,0,
2147,47,30,r,2823.85,1270.7325,4094.5825,1249.0,0.0,2845.5825,4090,0,
2148,50,5,f,501.0833333333333,225.4875,726.5708333333333,0.0,0.0,726.5708333333333,4374,0,
2149,44,30,r,2652.2,1193.4899999999998,3845.6899999999996,0.0,0.0,3845.6899999999996,3847,0,
2150,31,11,f,686.0516666666666,308.72324999999995,994.7749166666665,0.0,0.0,994.7749166666665,2711,0,
2151,35,18,f,1267.35,570.3074999999999,1837.6574999999998,373.0,0.0,1464.6574999999998,3070,0,
2152,48,7,f,675.8266666666666,304.12199999999996,979.9486666666666,0.0,0.0,979.9486666666666,4211,0,
2153,4,30,r,1619.2,728.64,2347.84,0.0,0.0,2347.84,2353,1,Product Anomaly
2154,36,5,f,359.9666666666666,161.98499999999996,521.9516666666666,322.0,0.0,199.9516666666666,3134,0,
2155,49,14,f,1375.71,619.0695000000001,1994.7795,1695.0,0.0,299.7795000000001,4271,0,
2156,16,30,r,955.8,430.11,1385.9099999999999,0.0,13.0,1398.9099999999999,1390,0,
2157,48,30,r,2883.3999999999996,1297.5299999999997,4180.929999999999,207.0,0.0,3973.9299999999994,4193,0,
2158,32,6,f,381.92,171.864,553.784,0.0,0.0,553.784,2759,0,
2159,40,6,f,483.20000000000005,217.44000000000003,700.6400000000001,0.0,0.0,700.6400000000001,3509,0,
2160,16,19,f,611.04,274.968,886.008,0.0,0.0,886.008,1402,0,
2161,27,30,r,1605.85,722.6325,2328.4825,0.0,0.0,2328.4825,2318,0,
2162,7,30,r,1724.85,776.1825,2501.0325,0.0,11.0,2512.0325,2497,1,Product Anomaly
2163,40,30,r,2407.0,1083.15,3490.15,0.0,942.0,4432.15,3481,0,
2164,7,12,f,167.14,75.213,242.35299999999998,264.0,0.0,-21.64700000000002,602,0,
2165,22,30,r,1312.1,590.4449999999999,1902.5449999999998,0.0,0.0,1902.5449999999998,1905,0,
2166,11,30,r,658.05,296.12249999999995,954.1724999999999,0.0,162.0,1116.1725,957,0,
2167,26,6,f,308.46000000000004,138.80700000000002,447.26700000000005,436.0,0.0,11.267000000000053,2232,0,
2168,36,13,f,944.1466666666665,424.86599999999993,1369.0126666666665,0.0,0.0,1369.0126666666665,3178,0,
2169,7,30,r,422.84999999999997,190.2825,613.1324999999999,0.0,0.0,613.1324999999999,624,0,
2170,44,9,f,789.9599999999999,355.48199999999997,1145.442,0.0,842.0,1987.442,3818,0,
2171,48,30,r,2880.3999999999996,1296.1799999999998,4176.58,0.0,0.0,4176.58,4182,0,
2172,20,30,r,1186.0,533.7,1719.7,0.0,0.0,1719.7,1715,0,
2173,16,17,f,546.7199999999999,246.02399999999997,792.7439999999999,0.0,613.0,1405.744,1416,0,
2174,14,8,f,217.78666666666663,98.00399999999998,315.7906666666666,0.0,0.0,315.7906666666666,1175,0,
2175,28,30,r,1660.3999999999999,747.18,2407.58,0.0,442.0,2849.58,2414,0,
2176,25,7,f,348.075,156.63375,504.70875,0.0,0.0,504.70875,2155,0,
2177,48,11,f,1057.9799999999998,476.0909999999999,1534.0709999999997,0.0,0.0,1534.0709999999997,4176,0,
2178,47,30,r,2817.85,1268.0325,4085.8824999999997,0.0,1903.0,5988.8825,4085,0,
2179,45,30,r,2689.75,1210.3875,3900.1375,0.0,0.0,3900.1375,3909,0,
2180,29,14,f,809.1766666666666,364.12949999999995,1173.3061666666665,0.0,0.0,1173.3061666666665,2508,0,
2181,44,30,r,2658.2,1196.1899999999998,3854.3899999999994,818.0,0.0,3036.3899999999994,3844,0,
2183,40,16,f,1290.6666666666667,580.8,1871.4666666666667,0.0,0.0,1871.4666666666667,3491,0,
2184,21,30,r,1264.55,569.0475,1833.5974999999999,740.0,144.0,2717.5975,1840,1,Adjustment Anomaly
2185,29,17,f,991.0716666666665,445.9822499999999,1437.0539166666663,0.0,56.0,1493.0539166666663,2534,0,
2186,22,13,f,567.71,255.4695,823.1795000000001,0.0,616.0,1439.1795000000002,1884,0,
2187,26,30,r,1566.3,704.835,2271.135,0.0,0.0,2271.135,2267,0,
2188,8,12,f,189.36,85.212,274.572,0.0,0.0,274.572,703,0,
2189,13,13,f,336.765,151.54425,488.30925,0.0,0.0,488.30925,1135,0,
2190,49,6,f,590.59,265.76550000000003,856.3555000000001,1097.0,0.0,-240.64449999999988,4285,0,
2191,11,14,f,308.0233333333333,138.6105,446.6338333333333,324.0,298.0,420.6338333333333,952,0,
2192,42,8,f,671.2266666666667,302.052,973.2786666666667,0.0,1519.0,2492.2786666666666,3645,0,
2193,6,30,r,359.29999999999995,17.964999999999996,377.26499999999993,0.0,0.0,377.26499999999993,521,1,Tax Anomaly
2194,5,30,r,295.75,133.0875,428.8375,0.0,128.0,556.8375,421,0,
2195,19,20,f,763.6333333333333,343.635,1107.2683333333334,0.0,0.0,1107.2683333333334,1673,0,
2196,29,30,r,1744.9499999999998,785.2274999999998,2530.1775,190.0,0.0,2340.1775,2534,0,
2197,33,30,r,1965.1499999999999,884.3175,2849.4674999999997,0.0,0.0,2849.4674999999997,2853,0,
2198,11,30,r,657.05,295.67249999999996,952.7224999999999,49.0,0.0,903.7224999999999,957,0,
2199,32,8,f,510.2933333333333,229.63199999999998,739.9253333333332,0.0,0.0,739.9253333333332,2777,0,
2200,35,30,r,2110.25,949.6125,3059.8625,606.0,0.0,3665.8625,3065,1,Adjustment Anomaly
2201,7,10,f,134.2833333333333,60.42749999999998,194.71083333333328,0.0,0.0,194.71083333333328,593,0,
2202,41,18,f,1470.3299999999997,661.6484999999999,2131.9784999999997,1221.0,0.0,910.9784999999997,3554,0,
2203,34,30,r,3221.7,1449.765,4671.465,956.0,0.0,3715.465,4671,1,Product Anomaly
2204,49,19,f,1872.1016666666665,842.44575,2714.5474166666663,0.0,0.0,2714.5474166666663,4281,0,
2205,26,5,f,260.8833333333333,117.3975,378.2808333333333,0.0,284.0,662.2808333333332,2265,0,
2206,3,30,r,170.64999999999998,76.79249999999999,247.44249999999997,8.0,0.0,239.44249999999997,247,0,
2207,30,30,r,1808.5,813.825,2622.325,0.0,0.0,2622.325,2625,0,
2208,27,11,f,591.7449999999999,266.28524999999996,858.0302499999998,0.0,66.0,924.0302499999998,2350,0,
2209,37,30,r,2221.35,999.6075,3220.9575,0.0,0.0,3220.9575,3230,0,
2210,32,30,r,1930.6,868.77,2799.37,845.0,0.0,1954.37,2794,0,
2211,28,12,f,672.56,302.652,975.212,1049.0,276.0,202.212,2418,0,
2212,50,7,f,706.1833333333334,317.7825,1023.9658333333334,0.0,0.0,1023.9658333333334,4380,0,
2213,7,30,r,395.84999999999997,19.792499999999997,415.6425,0.0,0.0,415.6425,584,1,Tax Anomaly
2214,27,30,r,1629.85,733.4325,2363.2825,0.0,0.0,2363.2825,2356,0,
2215,23,30,r,1369.6499999999999,68.48249999999999,1438.1325,0.0,0.0,1438.1325,1986,1,Tax Anomaly
2216,20,9,f,356.4,160.38,516.78,0.0,566.0,1082.78,1719,0,
2217,31,18,f,1109.4299999999998,499.2434999999999,1608.6734999999999,0.0,0.0,1608.6734999999999,2697,0,
2218,35,16,f,1117.4666666666667,502.86,1620.3266666666668,1089.0,0.0,531.3266666666668,3045,0,
2219,7,30,r,393.84999999999997,177.2325,571.0825,232.0,0.0,803.0825,573,1,Adjustment Anomaly
2220,10,30,r,570.5,256.725,827.225,93.0,0.0,734.225,828,0,
2221,35,30,r,3669.25,1651.1625,5320.4125,0.0,0.0,5320.4125,5305,1,Product Anomaly
2222,21,30,r,1246.55,560.9475,1807.4975,0.0,279.0,2086.4975,1804,0,
2223,48,12,f,1155.36,519.9119999999999,1675.272,0.0,0.0,1675.272,4201,0,
2224,32,30,r,1929.6,868.32,2797.92,0.0,0.0,2797.92,2791,0,
2225,48,30,r,2875.3999999999996,1293.9299999999998,4169.33,0.0,0.0,4169.33,4165,0,
2226,33,30,r,1965.1499999999999,884.3175,2849.4674999999997,0.0,132.0,2981.4674999999997,2854,0,
2227,38,6,f,457.78000000000003,206.00100000000003,663.7810000000001,0.0,0.0,663.7810000000001,3329,0,
2228,28,30,r,1690.3999999999999,760.68,2451.08,0.0,0.0,2451.08,2442,0,
2229,33,14,f,931.0699999999999,418.9814999999999,1350.0514999999998,198.0,0.0,1152.0514999999998,2896,0,
2230,8,13,f,197.77333333333334,88.998,286.77133333333336,0.0,0.0,286.77133333333336,664,0,
2231,14,8,f,225.78666666666663,101.60399999999998,327.3906666666666,0.0,0.0,327.3906666666666,1224,0,
2232,19,20,f,755.6333333333333,340.035,1095.6683333333333,0.0,339.0,1434.6683333333333,1642,0,
2233,45,30,r,2700.75,1215.3375,3916.0875,0.0,0.0,3916.0875,3915,0,
2234,33,30,r,1979.1499999999999,890.6175,2869.7675,0.0,0.0,2869.7675,2865,0,
2235,22,11,f,482.20333333333326,216.99149999999997,699.1948333333332,0.0,0.0,699.1948333333332,1902,0,
2237,34,30,r,2028.6999999999998,912.9149999999998,2941.615,0.0,0.0,2941.615,2926,0,
2238,23,15,f,692.3249999999999,311.54625,1003.8712499999999,0.0,0.0,1003.8712499999999,2004,0,
2239,23,18,f,816.3899999999999,367.37549999999993,1183.7654999999997,0.0,0.0,1183.7654999999997,1957,0,
2240,16,20,f,641.8666666666666,288.84,930.7066666666665,0.0,0.0,930.7066666666665,1405,0,
2241,20,30,r,1194.0,537.3,1731.3,734.0,0.0,997.3,1739,0,
2242,4,30,r,235.2,105.84,341.03999999999996,0.0,0.0,341.03999999999996,340,0,
2243,40,12,f,954.8000000000001,429.66,1384.46,0.0,0.0,1384.46,3458,0,
2244,25,30,r,1478.75,665.4375,2144.1875,0.0,0.0,2144.1875,2148,0,
2245,45,15,f,1353.875,609.24375,1963.11875,0.0,0.0,1963.11875,3925,0,
2246,49,14,f,1368.2433333333333,615.7094999999999,1983.9528333333333,0.0,0.0,1983.9528333333333,4269,0,
2247,7,30,r,415.84999999999997,187.1325,602.9825,0.0,0.0,602.9825,607,0,
2248,32,30,r,1923.6,865.62,2789.22,194.0,0.0,2595.22,2789,0,
2249,32,30,r,1916.6,862.47,2779.0699999999997,0.0,0.0,2779.0699999999997,2785,0,
2250,39,16,f,1243.4399999999998,559.548,1802.9879999999998,0.0,0.0,1802.9879999999998,3373,0,
2251,48,30,r,2899.3999999999996,1304.7299999999998,4204.129999999999,0.0,0.0,4204.129999999999,4190,0,
2252,50,30,r,2993.5,1347.075,4340.575,0.0,0.0,4340.575,4328,0,
2253,31,14,f,873.6233333333333,393.13050000000004,1266.7538333333334,0.0,0.0,1266.7538333333334,2718,0,
2254,4,30,r,232.2,104.49,336.69,0.0,0.0,336.69,342,0,
2255,8,30,r,467.4,210.33,677.73,0.0,0.0,677.73,667,0,
2256,43,13,f,1125.6483333333333,506.54175,1632.1900833333334,0.0,0.0,1632.1900833333334,3768,0,
2257,35,30,r,2117.25,952.7625,3070.0125,0.0,0.0,3070.0125,3063,0,
2258,35,30,r,2103.25,105.1625,2208.4125,0.0,0.0,2208.4125,3036,1,Tax Anomaly
2259,35,30,r,2097.25,943.7625,3041.0125,0.0,211.0,3252.0125,3047,0,
2260,23,12,f,551.06,247.97699999999998,799.0369999999999,0.0,0.0,799.0369999999999,2007,0,
2261,40,30,r,2399.0,1079.55,3478.55,0.0,0.0,3478.55,3474,0,
2262,26,30,r,1548.3,696.735,2245.035,999.0,0.0,1246.0349999999999,2237,0,
2263,38,8,f,607.7066666666667,273.468,881.1746666666668,0.0,0.0,881.1746666666668,3301,0,
2264,14,12,f,333.08,149.886,482.966,0.0,0.0,482.966,1194,0,
2265,3,30,r,151.64999999999998,68.24249999999999,219.89249999999998,0.0,0.0,219.89249999999998,222,0,
2266,46,6,f,554.4599999999999,249.50699999999998,803.9669999999999,1634.0,0.0,-830.0330000000001,4026,0,
2267,14,30,r,825.6999999999999,371.565,1197.2649999999999,533.0,0.0,664.2649999999999,1188,0,
2268,5,30,r,276.75,124.5375,401.2875,0.0,0.0,401.2875,401,0,
2269,12,30,r,723.5999999999999,325.61999999999995,1049.2199999999998,0.0,0.0,1049.2199999999998,1033,0,
2270,19,30,r,1137.45,511.8525,1649.3025,446.0,737.0,1940.3024999999998,1659,0,
2271,47,30,r,4316.85,1942.5825000000002,6259.432500000001,0.0,1242.0,7501.432500000001,6258,1,Product Anomaly
2272,1,10,f,10.849999999999998,4.8824999999999985,15.732499999999996,0.0,0.0,15.732499999999996,44,0,
2273,47,16,f,1508.72,678.924,2187.6440000000002,0.0,0.0,2187.6440000000002,4107,0,
2274,4,8,f,60.85333333333333,27.384,88.23733333333334,0.0,0.0,88.23733333333334,340,0,
2275,11,5,f,109.84166666666665,49.428749999999994,159.27041666666665,440.0,429.0,148.27041666666662,966,0,
2276,43,30,r,2589.65,1165.3425,3754.9925000000003,0.0,0.0,3754.9925000000003,3743,0,
2277,16,13,f,415.91333333333336,187.16100000000003,603.0743333333334,0.0,441.0,1044.0743333333335,1404,0,
2278,10,30,r,602.5,271.125,873.625,0.0,180.0,1053.625,856,0,
2279,44,5,f,443.5333333333333,199.59,643.1233333333333,1201.0,0.0,-557.8766666666667,3857,0,
2280,2,11,f,38.53666666666666,17.3415,55.87816666666666,53.0,0.0,2.878166666666658,145,0,
2281,4,20,f,140.79999999999998,63.35999999999999,204.15999999999997,82.0,0.0,122.15999999999997,315,0,
2282,7,20,f,267.2333333333333,120.25499999999998,387.4883333333333,0.0,0.0,387.4883333333333,576,0,
2283,36,9,f,644.9399999999999,290.22299999999996,935.1629999999999,0.0,0.0,935.1629999999999,3127,0,
2284,12,30,r,722.5999999999999,36.129999999999995,758.7299999999999,0.0,0.0,758.7299999999999,1053,1,Tax Anomaly
2285,30,16,f,967.1999999999999,435.24,1402.44,0.0,0.0,1402.44,2627,0,
2286,24,30,r,1429.1999999999998,643.1399999999999,2072.3399999999997,146.0,0.0,1926.3399999999997,2076,0,
2287,32,30,r,1932.6,869.67,2802.27,0.0,855.0,3657.27,2809,0,
2288,10,30,r,588.5,264.825,853.325,19.0,252.0,1086.325,857,0,
2289,27,30,r,1622.85,730.2825,2353.1324999999997,490.0,256.0,3099.1324999999997,2360,1,Adjustment Anomaly
2290,24,16,f,767.0399999999998,345.16799999999995,1112.2079999999999,0.0,492.0,1604.2079999999999,2086,0,
2291,48,20,f,1928.933333333333,868.0199999999999,2796.953333333333,0.0,0.0,2796.953333333333,4184,0,
2292,31,20,f,1248.0333333333333,561.615,1809.6483333333333,0.0,848.0,2657.6483333333335,2711,0,
2293,4,30,r,221.2,99.54,320.74,0.0,0.0,320.74,323,0,
2294,23,7,f,317.0183333333333,142.65824999999998,459.67658333333327,0.0,0.0,459.67658333333327,1962,0,
2295,50,30,r,3007.5,1353.375,4360.875,0.0,0.0,4360.875,4370,0,
2296,32,5,f,319.4333333333333,143.74499999999998,463.1783333333333,0.0,0.0,463.1783333333333,2774,0,
2297,22,20,f,882.0666666666666,396.93,1278.9966666666667,0.0,0.0,1278.9966666666667,1922,0,
2298,35,30,r,2094.25,104.7125,2198.9625,0.0,0.0,2198.9625,3032,1,Tax Anomaly
2299,19,30,r,1138.45,512.3025,1650.7525,0.0,0.0,1650.7525,1655,0,
2300,45,7,f,629.9416666666667,283.47375000000005,913.4154166666667,0.0,0.0,913.4154166666667,3915,0,
2301,26,30,r,1572.3,707.535,2279.835,490.0,0.0,1789.835,2275,0,
2302,32,17,f,1094.0066666666667,492.30300000000005,1586.3096666666668,0.0,0.0,1586.3096666666668,2794,0,
2303,15,30,r,904.25,406.9125,1311.1625,527.0,0.0,784.1624999999999,1317,0,
2304,3,15,f,81.82499999999999,36.82124999999999,118.64624999999998,0.0,40.0,158.64624999999998,226,0,
2305,21,9,f,380.565,171.25424999999998,551.81925,0.0,0.0,551.81925,1832,0,
2306,21,20,f,845.0333333333333,380.265,1225.2983333333332,199.0,0.0,1026.2983333333332,1829,0,
2307,29,30,r,1735.9499999999998,781.1774999999999,2517.1274999999996,990.0,0.0,1527.1274999999996,2520,0,
2308,41,30,r,2448.5499999999997,1101.8474999999999,3550.3974999999996,0.0,0.0,3550.3974999999996,3564,0,
2309,33,30,r,1976.1499999999999,889.2675,2865.4175,0.0,0.0,2865.4175,2863,0,
2310,14,30,r,833.6999999999999,375.165,1208.865,0.0,2.0,1210.865,1202,0,
2311,34,30,r,2034.6999999999998,915.6149999999999,2950.3149999999996,375.0,676.0,3251.3149999999996,2964,0,
2312,22,30,r,1325.1,596.295,1921.395,0.0,0.0,1921.395,1913,0,
2313,34,30,r,2044.6999999999998,920.1149999999999,2964.8149999999996,0.0,0.0,2964.8149999999996,2964,0,
2314,3,30,r,165.64999999999998,74.54249999999999,240.19249999999997,0.0,0.0,240.19249999999997,224,0,
2315,9,8,f,140.2533333333333,63.11399999999999,203.3673333333333,0.0,0.0,203.3673333333333,753,0,
2316,5,30,r,270.75,121.8375,392.5875,108.0,0.0,284.5875,387,0,
2317,45,10,f,900.5833333333333,405.2625,1305.8458333333333,0.0,0.0,1305.8458333333333,3914,0,
2318,44,30,r,2650.2,1192.59,3842.79,1439.0,0.0,5281.79,3842,1,Adjustment Anomaly
2319,28,30,r,1671.3999999999999,752.13,2423.5299999999997,0.0,0.0,2423.5299999999997,2428,0,
2320,35,16,f,2098.25,944.2125,3042.4625,0.0,895.0,3937.4625,3037,1,InvoiceType Anomaly
2321,42,14,f,1174.6466666666665,528.5909999999999,1703.2376666666664,0.0,0.0,1703.2376666666664,3664,0,
2322,30,19,f,1149.8166666666666,517.4175,1667.2341666666666,0.0,0.0,1667.2341666666666,2646,0,
2323,33,10,f,658.7166666666666,296.42249999999996,955.1391666666666,0.0,1363.0,2318.139166666667,2848,0,
2324,6,15,f,179.14999999999998,80.61749999999999,259.7675,0.0,0.0,259.7675,527,0,
2325,22,30,r,1314.1,591.3449999999999,1905.4449999999997,0.0,0.0,1905.4449999999997,1911,0,
2326,12,30,r,701.5999999999999,315.71999999999997,1017.3199999999999,0.0,0.0,1017.3199999999999,1019,0,
2327,17,17,f,573.665,258.14925,831.8142499999999,474.0,0.0,357.8142499999999,1471,0,
2328,32,30,r,1920.6,864.27,2784.87,647.0,0.0,2137.87,2801,0,
2329,10,30,r,585.5,263.475,848.975,0.0,0.0,848.975,843,0,
2330,42,19,f,1599.8633333333332,719.9384999999999,2319.801833333333,1769.0,0.0,550.801833333333,3668,0,
2331,35,30,r,2108.25,948.7125,3056.9625,0.0,0.0,3056.9625,3051,0,
2332,33,13,f,859.7983333333333,386.90924999999993,1246.7075833333333,0.0,0.0,1246.7075833333333,2877,0,
2333,43,5,f,432.775,194.74875,627.52375,0.0,0.0,627.52375,3766,0,
2334,47,18,f,1698.51,764.3294999999999,2462.8395,0.0,0.0,2462.8395,4106,0,
2335,16,13,f,414.18,186.38099999999997,600.5609999999999,0.0,0.0,600.5609999999999,1382,0,
2336,29,18,f,1036.1699999999998,466.27649999999994,1502.4464999999998,0.0,0.0,1502.4464999999998,2489,0,
2337,40,17,f,1356.6,610.4699999999999,1967.0699999999997,0.0,0.0,1967.0699999999997,3466,0,
2338,50,30,r,2998.5,1349.325,4347.825,0.0,1599.0,5946.825,4348,0,
2339,40,30,r,2412.0,1085.4,3497.4,165.0,0.0,3332.4,3498,0,
2340,33,30,r,1975.1499999999999,888.8175,2863.9674999999997,1390.0,0.0,1473.9674999999997,2874,0,
2341,37,30,r,2231.35,1004.1075,3235.4575,0.0,0.0,3235.4575,3228,0,
2342,38,16,f,1220.2133333333334,549.096,1769.3093333333334,1297.0,34.0,506.30933333333337,3306,0,
2343,38,30,r,2282.9,1027.305,3310.205,0.0,0.0,3310.205,3319,0,
2344,40,19,f,1531.3999999999999,689.13,2220.5299999999997,0.0,0.0,2220.5299999999997,3515,0,
2345,29,30,r,1720.9499999999998,774.4274999999999,2495.3774999999996,0.0,0.0,2495.3774999999996,2498,0,
2346,45,30,r,2705.75,1217.5875,3923.3375,0.0,0.0,3923.3375,3922,0,
2347,46,18,f,1665.7799999999997,749.6009999999999,2415.3809999999994,0.0,0.0,2415.3809999999994,4029,0,
2348,22,30,r,1302.1,585.9449999999999,1888.0449999999998,0.0,0.0,1888.0449999999998,1893,0,
2349,1,13,f,21.038333333333334,9.46725,30.505583333333334,0.0,0.0,30.505583333333334,56,0,
2350,50,30,r,3005.5,1352.475,4357.975,0.0,0.0,4357.975,4361,0,
2351,22,11,f,478.90333333333325,215.5065,694.4098333333333,699.0,0.0,-4.5901666666667325,1892,0,
2352,3,30,r,180.64999999999998,81.29249999999999,261.9425,0.0,0.0,261.9425,255,0,
2353,47,30,r,2834.85,1275.6825,4110.532499999999,0.0,0.0,4110.532499999999,4095,0,
2354,29,9,f,525.5849999999999,236.51324999999997,762.0982499999999,0.0,0.0,762.0982499999999,2552,0,
2355,8,30,r,480.4,216.18,696.5799999999999,0.0,0.0,696.5799999999999,687,0,
2356,17,20,f,670.8999999999999,301.9049999999999,972.8049999999998,0.0,0.0,972.8049999999998,1466,0,
2357,27,30,r,1633.85,735.2325,2369.0825,1067.0,0.0,1302.0825,2368,0,
2358,44,13,f,1151.02,517.9590000000001,1668.979,0.0,1669.0,3337.9790000000003,3844,0,
2359,31,30,r,1861.05,837.4725,2698.5225,0.0,0.0,2698.5225,2706,0,
2360,3,30,r,153.64999999999998,7.682499999999999,161.33249999999998,79.0,0.0,82.33249999999998,220,1,Tax Anomaly
2361,23,17,f,772.1683333333332,347.4757499999999,1119.6440833333331,0.0,0.0,1119.6440833333331,1972,0,
2362,39,30,r,2355.45,1059.9524999999999,3415.4024999999997,0.0,0.0,3415.4024999999997,3416,0,
2363,10,18,f,359.09999999999997,161.59499999999997,520.6949999999999,0.0,0.0,520.6949999999999,859,0,
2364,22,18,f,783.66,352.647,1136.307,0.0,0.0,1136.307,1897,0,
2365,49,30,r,2949.95,1327.4775,4277.4275,0.0,0.0,4277.4275,4273,0,
2366,7,30,r,415.84999999999997,187.1325,602.9825,0.0,62.0,664.9825,607,0,
